"Activity_Id","fk_User_id","fk_Pet_id","VR_loading_time","duration_activity","log_id_act",
"8715","125","244","82","4.8","1385",
"8717","5","207","153","2.5","2754",
"8721","172","95","152.5","8.5","2076",
"8723","122","49","150.7","7.7","1063",
"8727","91","184","17.2","8.1","108",
"8728","292","113","71.7","6.3","1709",
"8729","155","215","41.5","8.3","2949",
"8732","242","201","144.9","1.2","46",
"8733","69","259","38.9","5.7","175",
"8736","123","290","160.6","9.9","1120",
"8737","125","110","54.6","3.7","1400",
"8739","267","344","92.6","6.7","1154",
"8748","246","182","157.2","1.6","2819",
"8749","179","285","41","5.1","1003",
"8754","220","21","57.6","2.1","136",
"8760","136","350","26.4","6.8","387",
"8761","269","151","142.1","4.4","2855",
"8764","128","303","75","7.2","2842",
"8768","82","242","117.6","9.7","1769",
"8772","278","229","54.3","8","2311",
"8776","230","243","107.3","4.1","1023",
"8786","117","10","153.4","9.3","1804",
"8789","298","155","152.9","3.7","2763",
"8792","117","128","154.3","4.7","806",
"8795","171","319","130.1","6.9","1701",
"8796","213","310","179.1","2.9","2503",
"8803","146","89","7.4","5.2","900",
"8806","241","298","15.8","9.9","2850",
"8807","109","139","86.7","6.6","466",
"8809","185","232","141","1.1","2944",
"8812","267","161","13.5","0","740",
"8815","76","58","121","9.6","952",
"8819","194","110","35.7","9.5","111",
"8822","252","68","58","5.3","32",
"8825","7","181","45.8","5.1","2602",
"8833","56","203","73","3.2","1734",
"8836","232","124","22.9","2.2","526",
"8837","71","115","46.3","9.4","278",
"8838","256","194","37.1","4.7","645",
"8842","57","261","61.2","2.3","600",
"8844","246","52","75.8","7.8","623",
"8845","221","147","173.1","8.3","742",
"8846","154","277","127.7","2.6","2874",
"8849","221","62","176.6","3.1","238",
"8852","87","6","16.9","1","2744",
"8859","17","150","109.7","0.8","1127",
"8860","154","241","9.1","7.8","1856",
"8861","187","108","5.9","7.9","2158",
"8865","158","107","8.7","4.6","2975",
"8867","118","153","97.9","3.9","1283",
"8872","240","336","108","4.8","880",
"8877","102","302","175.7","7","2593",
"8880","195","350","103.5","5.3","1112",
"8884","98","71","67.6","8","1100",
"8887","166","306","35.7","6.1","1054",
"8895","57","276","60.2","2.9","781",
"8897","165","131","18.2","8.1","836",
"8898","232","50","54.4","2.9","2719",
"8900","181","333","29.4","6.5","2594",
"8904","78","325","77.4","0.9","4",
"8905","230","348","145.8","8","2926",
"8906","40","126","144.3","6.3","1887",
"8908","97","73","97.8","3","713",
"8917","7","243","95.1","7.1","2301",
"8926","49","314","136.5","4.7","2045",
"8929","243","4","55","1.4","662",
"8932","204","6","14.9","8.8","2110",
"8937","119","201","158.4","1.5","1560",
"8939","188","276","34.7","1.7","1597",
"8947","191","313","0.9","6.6","2811",
"8948","224","208","132.3","7.9","1123",
"8949","259","95","172.8","6.8","510",
"8958","278","46","41.8","1.4","1317",
"8963","185","73","157.8","1.4","1690",
"8964","145","249","55","4.6","2042",
"8970","1","307","11.2","8.3","1104",
"8973","157","265","175.7","6.9","2995",
"8977","219","79","119.4","4.5","2423",
"8987","258","23","106.5","1","2625",
"8989","11","76","78.1","1.8","1751",
"8991","64","198","34","2.8","37",
"8996","46","80","30.6","6.6","1386",
"8998","289","7","106.7","6","1159",
"10005","85","18","100.2","2.2","2856",
"10013","285","331","93.3","0.3","2964",
"10016","214","243","135","3.6","1809",
"10017","117","278","126.7","1","1296",
"10020","135","247","140","8.5","1750",
"10027","272","142","38.1","8.9","1600",
"10033","5","218","58.8","6.5","2418",
"10034","18","341","109.9","5.2","2345",
"10037","147","185","156.3","0.7","2574",
"10040","220","39","129.5","1.6","1776",
"10048","158","272","172.3","1.8","1664",
"10049","119","19","7.7","3.8","1146",
"10051","103","21","170.5","5.3","799",
"10052","274","314","114.5","8.5","2741",
"10053","47","235","154.7","7.3","401",
"10056","26","45","67.3","8.8","509",
"10057","121","36","53.6","2.6","2145",
"10065","140","69","174.2","7.3","826",
"10071","284","150","137.7","9","2685",
"10072","219","81","122.9","8","1979",
"10075","191","191","145.5","7.5","2278",
"10078","223","330","34.8","3.4","973",
"10085","144","252","88.9","6.6","33",
"10087","277","55","79.4","0.9","1373",
"10088","249","330","2.8","7.8","266",
"10089","246","100","16.7","5.8","2889",
"10090","143","116","36.5","7.1","1546",
"10093","97","104","39.9","7.7","1440",
"10103","72","258","32.8","2","881",
"10108","281","200","29.1","6.9","513",
"10109","235","228","91.5","0.8","412",
"10114","265","310","62.8","3.9","2517",
"10116","297","264","14.8","1.7","1675",
"10128","253","73","131.8","4.9","665",
"10129","129","198","149.1","6.2","293",
"10133","176","173","37.7","7.8","1919",
"10134","134","178","3.9","7.3","2911",
"10136","84","263","28.4","2.4","405",
"10137","138","282","8.3","8.6","2917",
"10143","25","321","178.5","1.2","1083",
"10145","54","207","9.6","6.1","1829",
"10146","152","225","139","6.9","1938",
"10150","291","297","174","5.8","214",
"10151","216","335","47.5","1.5","2691",
"10153","65","19","152.6","1.3","829",
"10158","299","171","136.5","8.4","8",
"10172","78","191","163.7","7.2","570",
"10180","5","43","61.4","0.1","2188",
"10182","91","17","83.5","1.5","371",
"10184","36","67","22.7","5.3","2341",
"10187","284","286","66.3","0","2160",
"10188","53","138","122.5","1.2","2243",
"10189","149","335","146.1","5.8","2836",
"10190","85","287","19.9","4.8","2888",
"10196","62","178","22.9","3.1","2265",
"10198","295","318","47.3","7.7","1566",
"10206","88","264","177.9","8","1969",
"10207","132","107","16.1","3.9","572",
"10215","91","180","41.2","3.5","782",
"10219","300","115","61.3","1.4","996",
"10221","299","277","126.5","8.5","2252",
"10223","57","240","153.4","5.1","2635",
"10226","148","297","126.6","2.2","2356",
"10228","82","301","80.9","4.2","919",
"10230","246","236","125.8","8.5","2451",
"10236","194","66","6.1","1.1","2485",
"10237","300","267","171","9","2561",
"10239","185","112","145.5","6.9","1633",
"10241","106","302","14.2","2.3","50",
"10246","15","210","95","7.1","372",
"10261","252","158","152.6","8.7","2223",
"10266","118","11","140.6","0.6","1757",
"10272","8","306","73.1","2.9","2587",
"10279","157","109","162.2","6.9","1190",
"10280","245","166","22.5","4.1","2142",
"10285","185","10","46.4","3.3","2652",
"10293","196","222","164.5","1","2881",
"10297","77","142","67.1","8.6","1213",
"10301","13","114","59.4","6.7","2055",
"10304","106","211","2.2","6.7","807",
"10312","209","194","153.4","5","2892",
"10314","184","178","9.5","5.8","2793",
"10319","214","117","168.3","4.4","452",
"10326","196","292","154.6","3.1","2993",
"10334","90","245","45.7","9.4","691",
"10336","277","186","124.6","4.6","975",
"10337","25","234","35.5","5.5","1473",
"10344","199","305","65.8","8.9","1363",
"10351","249","174","117.8","7.2","629",
"10352","227","74","49.3","0.9","378",
"10353","96","195","148.9","8","2489",
"10361","215","26","2.2","4.9","2947",
"10364","9","31","16.6","4","2413",
"10369","203","12","143","9.9","2433",
"10373","125","331","52.5","1.1","2750",
"10374","274","182","169.2","7.6","1285",
"10391","33","110","2.3","3","2706",
"10392","80","157","144.8","1.6","795",
"10402","246","314","8.7","8.4","511",
"10412","45","238","167.5","2.2","2863",
"10414","201","13","106.7","8","2846",
"10422","91","273","53.5","7.8","1562",
"10431","18","14","11.9","6.7","557",
"10444","15","197","108.3","9.4","828",
"10445","85","63","25.8","7.3","2689",
"10456","226","103","66.4","7.8","1270",
"10462","134","278","6.6","5.7","890",
"10467","41","184","171.4","2.7","1935",
"10472","173","108","17.1","6.6","1129",
"10474","182","116","131.6","3.1","936",
"10475","59","36","46.3","0.7","1679",
"10480","243","180","154.9","3.3","342",
"10482","144","117","146.4","0.1","860",
"10485","297","47","66.1","1.4","1704",
"10487","2","113","109.3","7","1802",
"10488","299","257","104.5","2.3","938",
"10489","244","292","98.6","4.8","2388",
"10490","219","72","57.8","7","762",
"10491","186","307","46.1","9.3","2557",
"10493","239","243","80.9","5.8","948",
"10494","24","250","28.8","2.7","1892",
"10495","13","56","31.2","4.5","2461",
"10499","263","108","25.3","5.6","2948",
"10502","250","209","2.4","0.8","1662",
"10508","267","156","36.1","6.4","218",
"10509","8","111","86.7","2.5","2532",
"10510","144","167","38.7","7.9","2525",
"10511","24","26","8.8","3.9","2700",
"10516","83","273","147","3.7","2155",
"10517","46","328","55.7","0.8","1989",
"10524","144","172","59","3","2515",
"10531","236","176","155.2","4.3","2586",
"10536","112","90","97.1","8.9","998",
"10545","122","4","131.5","1.6","1823",
"10546","82","206","46.8","4.1","845",
"10553","244","201","60.4","5.3","248",
"10559","197","192","53.9","3.6","2302",
"10581","240","291","162.3","4.6","1331",
"10582","62","90","159.2","1.7","2187",
"10587","11","174","24","1.3","897",
"10588","31","130","50.5","2","2125",
"10589","86","186","46.8","7.6","2875",
"10595","128","95","67.2","5.2","792",
"10597","91","214","56.7","9.7","1260",
"10604","190","64","93.9","4.8","2103",
"10607","184","79","12.6","6.7","418",
"10608","241","164","144.4","3.5","1520",
"10612","195","74","65.8","3.7","1486",
"10619","223","212","131.4","0.8","2486",
"10621","105","225","177.5","3.5","1040",
"10624","192","116","136.6","0.1","853",
"10654","111","35","54.7","2.6","2900",
"10658","10","254","177.1","2.2","1784",
"10660","178","275","94.3","8.2","2748",
"10661","132","210","118","6.4","1858",
"10671","288","113","21.9","8.6","2566",
"10676","77","84","166.8","0.5","2556",
"10679","3","343","96.2","7.1","193",
"10680","224","100","138.6","8.7","2537",
"10703","69","238","118.7","0.8","1936",
"10706","142","28","83.9","0.8","2172",
"10710","297","123","176.9","7","1760",
"10719","71","311","57.9","1.1","501",
"10723","144","219","88.2","7.3","1900",
"10725","56","328","135","4.5","2487",
"10728","104","165","72.4","6.2","2011",
"10731","55","269","111.9","7.2","2936",
"10738","299","293","121","4.5","2256",
"10740","124","148","173.7","3.1","1420",
"10742","92","251","145.1","5","2244",
"10745","75","78","103.9","7","2945",
"10747","196","246","46.9","9.3","2479",
"10764","191","254","108.1","6.4","1264",
"10770","229","267","54.2","8.2","2161",
"10778","31","43","37.6","7.6","1700",
"10780","238","188","91.2","4.3","219",
"10805","259","40","139.7","5.4","2050",
"10807","97","151","160.1","8.8","311",
"10811","104","143","49.8","8.8","2660",
"10818","37","316","113.4","5.2","2291",
"10831","266","231","145.2","6","2694",
"10832","215","23","114.8","5.2","1667",
"10835","17","137","24.8","6.6","690",
"10848","223","224","100.9","6.7","231",
"10860","153","59","156.6","1.6","2170",
"10862","55","225","25.2","9.1","835",
"10865","27","21","168.3","0.6","2029",
"10867","24","80","113.6","3.8","3000",
"10873","37","332","143.9","5.3","1447",
"10874","91","18","50.4","6.1","1133",
"10883","53","196","101.3","7.6","190",
"10887","2","118","167.6","6.8","544",
"10891","146","34","89.5","9.5","1442",
"10892","55","130","124.8","4.4","1552",
"10903","293","124","141","5.1","388",
"10913","73","174","135.7","9.8","1203",
"10914","143","75","53","1.9","2720",
"10931","239","206","51.3","8.4","2061",
"10935","66","159","143.6","3.8","2952",
"10942","129","166","5.2","6.8","2937",
"10944","121","221","27.3","3","1853",
"10956","179","30","78.4","7.6","2599",
"10961","55","86","171.3","6","2703",
"10962","231","9","13.2","7.2","11",
"10964","178","327","108.9","9.4","2447",
"10968","208","184","7.3","2.9","566",
"10976","20","6","157","4.7","41",
"10979","54","119","112.7","1.1","1798",
"10980","269","68","141.7","5.6","2481",
"10986","94","266","16.5","2.5","2628",
"10990","65","164","167.8","9.7","2826",
"10996","96","191","15.8","1.5","885",
"11000","194","153","71.6","6.4","993",
"12012","273","294","36.1","7.5","1568",
"12021","181","236","25.3","8","1838",
"12031","286","15","127","2.7","2230",
"12034","278","197","78.6","1.6","1349",
"12040","269","136","100.6","0.7","2560",
"12043","179","105","52.5","9.7","338",
"12048","234","282","81.7","0.7","334",
"12052","169","338","63.8","3","64",
"12055","80","347","92.8","3.8","1819",
"12059","269","112","174.6","9.5","1806",
"12063","17","277","150.7","7.8","1170",
"12072","143","39","154.6","9.1","1215",
"12085","103","252","136.2","9.4","123",
"12088","67","308","97.6","4.6","2162",
"12090","100","223","119.1","4.8","2005",
"12096","18","67","33.8","5.6","1711",
"12102","76","193","170.7","9.9","1424",
"12105","212","267","161.7","4","1365",
"12121","26","344","83.4","4.7","255",
"12122","39","323","7.6","0.3","2133",
"12123","83","155","92.7","3.2","625",
"12124","290","29","26.1","1.1","2788",
"12125","107","320","167.1","9.4","339",
"12129","82","222","69.9","4.6","242",
"12137","187","290","91.4","4.6","1913",
"12142","27","184","23.3","3","1393",
"12155","70","79","81.2","6.1","2883",
"12166","91","312","116","2","2424",
"12172","210","115","112.7","0.8","1217",
"12185","263","93","158.2","1.9","626",
"12191","75","10","18.5","8.3","2795",
"12197","85","22","43.7","6.8","1053",
"12213","104","190","48.7","3.3","2518",
"12223","213","198","45.2","2.8","2687",
"12228","167","220","107","3.5","1706",
"12250","217","158","2.9","2.9","997",
"12254","71","15","100.5","0.1","1659",
"12255","226","46","164.6","4.7","104",
"12260","285","229","66.6","1.5","2025",
"12261","95","244","125.6","7.4","2572",
"12284","139","4","73.7","0.7","2080",
"12287","203","252","76.9","9.3","1937",
"12300","183","62","70.5","6.1","1765",
"12309","298","261","70.2","2.8","1729",
"12334","181","156","76.5","7","683",
"12347","149","88","170","2.5","1395",
"12358","202","128","112.1","1","2823",
"12364","14","298","136.6","3.9","1319",
"12365","231","4","94.8","0.1","1027",
"12372","100","12","22.6","7.9","1688",
"12374","125","348","68","8.5","1364",
"12375","250","124","33.4","4.2","2409",
"12381","67","215","28.2","7.2","2816",
"12384","50","42","33.9","0.1","2037",
"12386","25","55","19.3","1.4","7",
"12388","187","228","70.5","2.4","118",
"12395","12","27","113.2","5.1","2531",
"12397","143","225","37.6","0.5","1048",
"12401","78","49","75.7","3","893",
"12405","68","42","70.5","4.9","2723",
"12406","157","191","61.2","6.5","196",
"12408","263","53","15.8","9.2","2771",
"12412","3","112","158.8","9.5","512",
"12417","183","129","54","5.6","1635",
"12422","85","15","47.2","6.4","251",
"12433","104","216","15.3","7.7","17",
"12447","4","243","169.4","7.7","124",
"12461","147","250","42.5","8.2","2178",
"12462","269","300","138.6","6.4","490",
"12467","197","111","89.1","0.8","1747",
"12474","274","349","129.7","2.6","1065",
"12475","133","235","170.9","7.9","2692",
"12481","240","212","82.7","5.3","417",
"12499","85","47","1.3","6.4","2107",
"12506","83","54","50.9","1.6","399",
"12515","61","294","61.8","7.6","2559",
"12520","7","10","61.4","6.8","2681",
"12521","216","172","82.3","0.2","1947",
"12527","132","260","100.3","1.2","2329",
"12535","156","226","156.3","1.7","446",
"12541","281","35","83.9","9.2","2280",
"12553","147","281","50","0.4","2465",
"12557","177","36","24.4","0","2179",
"12567","241","69","14.2","8.3","1593",
"12570","166","326","81.3","7.1","1284",
"12572","10","175","17","2","1647",
"12577","272","142","107.9","6.7","622",
"12583","175","254","137.4","8.7","2396",
"12587","81","26","147.2","5.9","1574",
"12603","219","215","98.1","4.3","2569",
"12606","294","336","68.5","9.6","1070",
"12608","42","28","28.3","5.9","2289",
"12622","246","195","171.1","4.5","482",
"12625","21","219","67.1","8.9","1313",
"12626","80","106","30.4","2.4","906",
"12631","58","51","66.6","2.5","686",
"12656","212","307","119.4","3.9","525",
"12658","232","108","27.5","7.3","601",
"12671","114","31","18.9","7.3","1720",
"12680","96","229","34.2","6.3","169",
"12684","56","67","12.4","8.2","1803",
"12686","220","194","168.1","3.9","1882",
"12689","90","283","135.2","6.9","1406",
"12693","288","301","111.7","3.5","2987",
"12694","233","340","170.2","5.1","532",
"12695","104","183","175.8","3.2","1824",
"12717","68","54","4.6","7.4","1295",
"12720","299","82","134","5.7","1874",
"12730","243","344","56.3","2.4","2845",
"12732","19","269","84","4","38",
"12750","130","244","23.6","3","2579",
"12754","20","155","36.4","1.4","2432",
"12758","170","280","101.9","6.8","1645",
"12759","284","119","167.5","5.7","1142",
"12765","118","122","37.6","9.6","247",
"12767","264","245","23.4","8.2","2839",
"12770","76","238","48.9","5.3","2507",
"12776","42","156","117","6.9","1049",
"12783","216","48","149.7","2.2","2482",
"12786","72","332","165.1","2.9","987",
"12789","212","341","94.2","6.4","1609",
"12792","70","17","8.5","4.7","1405",
"12804","274","222","85.9","1.2","1951",
"12807","182","276","76.2","7.8","328",
"12817","102","31","147.6","4.4","126",
"12822","88","149","113.3","2.1","2665",
"12823","87","303","171.8","1.9","640",
"12833","139","201","105.7","1.7","113",
"12874","178","264","144.7","8.1","128",
"12877","154","334","21.8","4.3","2004",
"12884","18","106","38.6","8.1","2102",
"12887","227","222","149.5","5.9","1908",
"12888","111","145","121","8.6","2905",
"12893","208","32","25.9","2.6","1787",
"12896","61","21","27.8","0.6","1292",
"12897","37","318","53.8","6.5","1234",
"12916","72","66","91.9","8.2","2245",
"12928","165","333","7.6","9.2","754",
"12951","208","125","154.6","3","2751",
"12952","273","13","11.1","3.7","1630",
"12954","39","63","129.9","4.7","721",
"12962","100","36","161.8","8.2","2390",
"12964","43","323","162.4","8.6","1",
"12965","85","78","3.2","6.2","2124",
"12967","88","339","149.6","4.2","911",
"12971","89","308","39.4","5.8","1825",
"12972","100","26","121","6.7","2348",
"12974","213","248","0","4.8","2534",
"12979","13","139","133.3","5.6","1410",
"12980","69","151","4.5","7.8","2558",
"12989","141","260","171.6","4.9","1097",
"12993","138","121","78","1.2","639",
"12997","92","242","32.3","4.1","2992",
"14024","180","183","9","8.3","115",
"14028","296","76","27.7","9.4","1722",
"14038","257","340","80.2","5.9","2972",
"14039","27","56","83.6","6.7","213",
"14046","250","88","131.8","4.3","61",
"14047","254","304","174.5","8.4","1412",
"14050","202","321","37.7","6.7","2998",
"14053","193","21","57.9","9.6","1479",
"14058","21","236","79.3","5.6","2782",
"14059","64","12","37.7","8.9","1946",
"14066","227","135","51.3","6.9","2575",
"14067","256","260","118.9","7.1","2275",
"14068","178","278","135.5","6.6","274",
"14078","182","172","153.7","5.6","80",
"14081","42","236","103.2","6","1508",
"14083","216","276","14.7","3.3","94",
"14090","111","239","139.5","9.3","618",
"14091","277","291","142.3","6.7","1596",
"14098","49","11","179.6","8","2376",
"14107","86","315","110","2","1372",
"14111","116","263","53.9","3.4","1200",
"14115","32","72","169.5","3.1","1197",
"14129","202","340","178","1.8","1740",
"14134","115","197","66.6","7.7","2514",
"14135","27","339","51.3","5.3","239",
"14141","110","134","70.4","0.8","1933",
"14150","93","5","92.7","8.9","2471",
"14152","58","75","152.1","3.1","2317",
"14166","66","333","14.4","2.9","2519",
"14182","183","204","54.8","5.1","573",
"14184","194","87","63.8","8","1949",
"14198","256","68","151.3","5.8","39",
"14204","44","135","151.6","3.4","656",
"14206","162","334","60.6","6.4","1096",
"14209","256","211","169.9","6.1","744",
"14210","205","81","52.8","2.8","1748",
"14212","179","324","164.2","6.4","2721",
"14216","228","102","47","6.1","676",
"14217","278","96","71.1","6","2472",
"14220","106","141","141.2","3.7","908",
"14223","173","195","83.7","4.1","1044",
"14243","199","102","3.2","8.4","1450",
"14249","172","194","61.8","9.6","1872",
"14252","70","317","110.3","7.4","2063",
"14288","258","257","42.9","7","300",
"14297","260","16","105.8","9.3","2688",
"14306","277","59","126.8","6.3","1941",
"14335","208","269","74.5","2.7","950",
"14340","102","96","44.9","3.1","1860",
"14351","168","99","31.6","0.3","1471",
"14363","211","167","59.9","8","1205",
"14372","290","331","5.2","5.3","63",
"14374","238","113","75.9","7.8","2672",
"14386","82","31","68.7","8","1177",
"14388","155","350","167.9","4.3","2792",
"14434","71","32","75","1.6","2192",
"14437","248","250","26.4","1.9","2791",
"14449","197","33","115.7","3.3","1554",
"14454","178","254","157.4","0.1","1898",
"14471","199","265","113.1","2.5","3",
"14493","184","222","36.2","2.3","1075",
"14503","298","293","49.8","4.9","2576",
"14510","27","262","103.7","6.4","2722",
"14517","46","268","125.3","2.6","2774",
"14534","225","240","84","8.5","321",
"14536","294","304","177.3","0","2072",
"14537","9","149","140","3.5","1407",
"14541","198","106","151.7","4","965",
"14545","2","176","49.7","7.2","1390",
"14578","230","179","95.9","3.3","2358",
"14592","284","142","124.3","7.9","1109",
"14594","265","247","155.4","2.1","2169",
"14611","48","206","34.4","8.7","146",
"14642","35","67","135.7","9.6","2814",
"14643","109","45","39.4","1.7","1928",
"14646","298","190","153.4","1.7","413",
"14647","170","185","5.8","3.5","21",
"14654","195","15","12.2","2.4","2829",
"14663","113","149","28.9","1.9","1286",
"14666","218","92","130.4","6.8","225",
"14675","43","295","31","2.7","2122",
"14676","226","51","110.4","9.2","1850",
"14680","137","35","171.3","4.8","237",
"14696","250","46","153.7","8.1","1135",
"14704","278","115","102.6","3.2","499",
"14715","12","329","175.1","1.6","2521",
"14726","149","188","143.3","2.1","891",
"14729","260","25","84.9","5.8","479",
"14731","257","350","81.9","4.6","1073",
"14738","195","304","142.1","4.4","1052",
"14745","283","193","170.2","5.5","2408",
"14748","32","286","62.5","6.5","587",
"14749","280","150","111.2","5.3","1703",
"14752","70","274","106.7","7.1","235",
"14764","161","299","81.8","5.7","609",
"14773","127","348","60.6","1.5","1108",
"14776","198","14","129.3","8.5","1130",
"14781","220","252","127","9.2","1891",
"14788","77","38","148.3","3.6","2136",
"14790","23","249","68.3","0.9","538",
"14791","225","98","13.3","5.6","202",
"14802","286","197","10.6","7.9","1362",
"14824","272","131","107.8","2.2","708",
"14831","101","55","159.8","9.8","1298",
"14848","101","219","102","5.5","2684",
"14856","76","208","27.7","7.9","802",
"14857","50","155","80.1","2.6","119",
"14860","61","114","72.4","6.4","366",
"14880","55","121","93","8.7","763",
"14895","210","84","21.1","2.8","249",
"14902","59","79","77.3","4.7","403",
"14903","267","330","22.2","6.7","1653",
"14905","175","339","119.2","3.2","2407",
"14920","224","182","140.5","4.1","177",
"14927","191","175","97.5","4","2940",
"14930","254","289","173.2","0.5","407",
"14937","66","210","65.6","2.7","1790",
"14947","167","70","112.6","4.9","545",
"14968","76","337","162.6","6.8","786",
"14982","70","126","5.3","1.2","941",
"14985","287","27","166","6.1","2634",
"14989","35","309","174.1","7.2","1300",
"14998","168","171","129.4","1.5","1867",
"16003","162","25","130.5","6.4","358",
"16027","18","83","48.4","7.1","493",
"16041","277","303","106.5","5.1","2490",
"16048","53","105","109.4","5.8","1289",
"16050","255","281","171.1","2.9","2468",
"16061","282","73","169.3","9.5","859",
"16063","173","223","120.7","2.1","1911",
"16066","180","62","160.1","3.3","2272",
"16076","183","293","98.6","6.1","2264",
"16094","115","86","174.1","9.5","198",
"16097","118","306","89.9","1.8","604",
"16105","30","247","137.7","2.6","2314",
"16108","75","2","179.5","8.9","574",
"16112","100","145","173.2","7.2","555",
"16120","227","99","78.8","5.6","2166",
"16122","139","252","58","1.5","2157",
"16138","190","209","125.7","7.3","2735",
"16153","191","55","14.9","1.5","1338",
"16167","17","17","116.6","7.7","142",
"16168","38","339","70.2","7.3","2114",
"16225","83","20","134.8","3.4","2449",
"16226","11","64","5.7","7","292",
"16228","43","194","19.8","6.2","449",
"16244","78","148","54.6","2.4","1761",
"16249","27","175","89.1","6","1745",
"16295","198","252","143.4","4.3","610",
"16317","46","294","163.1","9.3","1541",
"16318","169","284","31.9","8.7","1792",
"16323","88","327","117.1","5.4","1866",
"16335","224","76","71","5.9","1564",
"16341","124","111","123.4","6.3","2035",
"16343","9","97","137.4","6.8","2714",
"16354","123","162","120.7","7","2180",
"16358","196","147","80","2.3","1082",
"16371","153","55","176.9","5","2591",
"16388","1","249","30.4","0.8","1173",
"16389","202","87","140.8","7","1451",
"16417","232","126","26.2","0.2","2820",
"16419","139","318","112","5.1","1927",
"16455","118","239","19.1","9.6","2498",
"16461","153","76","140.1","6.6","2336",
"16494","118","147","159.9","6.9","2292",
"16495","79","30","24.8","3.4","1785",
"16513","44","263","92.3","10","1717",
"16530","178","188","71.7","6.9","2631",
"16546","92","90","136.3","0.9","110",
"16569","120","101","111.5","6.2","1261",
"16572","293","129","27","1.9","1601",
"16582","263","313","93.3","9.1","286",
"16588","108","68","29.2","3.1","1755",
"16613","141","131","141.2","5.8","2526",
"16639","235","27","117.2","4.6","398",
"16642","14","74","103.2","6.3","1008",
"16678","130","314","54.6","1.4","1511",
"16686","287","300","37.8","3.1","1288",
"16718","263","293","60.8","4.6","2777",
"16721","60","230","45.6","4.7","1514",
"16728","138","323","163","6.6","1650",
"16752","173","332","29.8","6.6","1157",
"16756","141","234","39.7","4.1","1038",
"16763","261","327","146.9","2","967",
"16782","115","203","164.8","4.8","2802",
"16789","63","4","100.4","1.4","873",
"16797","214","121","111.6","0.1","1262",
"16816","194","293","14.2","2.2","14",
"16817","82","144","81.1","2.1","1297",
"16823","12","44","64.3","7","487",
"16827","137","251","6.2","9","2510",
"16831","242","4","175.8","0","1501",
"16842","48","49","130.8","0","2141",
"16847","8","190","91.2","1.5","2832",
"16867","58","115","27.8","6","578",
"16881","138","273","169.6","4.7","386",
"16883","218","184","52.7","7.9","2383",
"16902","274","209","115","6","2378",
"16922","256","342","74.6","2.6","2033",
"16923","56","128","99","8.6","2257",
"16950","116","83","56","5.1","2150",
"16953","41","47","113.2","2.7","2609",
"16965","92","323","11","4.6","1352",
"18077","129","294","175.5","0.5","1864",
"18089","141","157","80.8","5.7","2263",
"18118","270","333","141.9","8.8","2529",
"18128","194","229","155","6.6","917",
"18129","202","54","25.8","8.2","2776",
"18141","101","264","62.1","8.4","2524",
"18190","73","52","136.9","6.2","2071",
"18251","196","161","154.9","5.5","253",
"18267","253","211","59","2","1367",
"18287","225","269","12.5","2.7","2650",
"18290","61","38","8.4","7.7","75",
"18303","139","51","134.5","5.5","1103",
"18321","66","200","0.2","4.1","1251",
"18324","112","184","151.8","9.5","766",
"18353","4","162","147.1","1.4","1113",
"18364","247","343","99.2","2","1779",
"18376","248","178","172.3","6","1141",
"18391","291","34","124.7","3.4","1072",
"18429","152","284","165","9.9","628",
"18444","13","247","48.8","4.1","1211",
"18462","132","191","19.4","9","15",
"18502","70","44","135.3","6.3","842",
"18533","179","73","178.8","6.7","2377",
"18547","146","119","145.8","4.1","1015",
"18566","256","46","149","6.7","2860",
"18587","35","53","88.6","9.6","1641",
"18593","292","111","50.9","6.4","2414",
"18595","280","146","106","6","1155",
"18601","27","320","62.9","5.7","1791",
"18626","67","152","24.5","6","1199",
"18638","111","266","59.4","0.6","946",
"18662","27","67","174.4","6.9","1822",
"18720","212","139","169.5","0","1360",
"18721","22","147","30.3","9.7","2589",
"18731","266","253","42","7.1","693",
"18753","203","322","178.1","8.3","2824",
"18766","41","185","63.5","9.9","2806",
"18815","41","82","49.2","1.6","2088",
"18818","34","152","75.7","3","60",
"18821","215","345","54","3.9","314",
"18838","80","193","31.5","3.7","2294",
"18839","56","237","79.2","3.4","2909",
"18878","156","276","27.3","9.8","2214",
"18896","41","233","125.5","7","2041",
"18905","106","260","99.3","6.3","1559",
"18987","212","124","74.6","8.5","1849",
